condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_stepVel,R_stepVelj,R_stepDispRaw,R_stepDispZUPT,R_gaitEvent,R_stepTimeMs,R_stepDeviationMs,R_baselineMs,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
baseline,438,438,0,438,21623.140,0.968,0.219,0.006,-0.124,2951,887,1699,3118,147,2135,0,1146,50,0.304,12,1,12.526,1.342,3.740,9.260,7.560,0.113,-0.138,0.963,1.218,-0.188,-0.530,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,449,449,0,449,21628.140,0.968,0.219,0.005,-0.124,2927,879,1689,3091,144,2131,0,1135,50,0.304,12,1,11.811,1.340,3.240,9.200,6.660,0.095,-0.136,0.969,1.216,-0.188,-0.530,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,449,449,0,449,21633.140,0.968,0.218,0.005,-0.124,2936,892,1693,3107,147,2137,0,1144,50,0.304,12,1,10.734,1.155,2.820,8.580,5.800,0.079,-0.138,0.968,1.032,-0.188,-0.484,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,479,479,0,479,21638.140,0.968,0.218,0.005,-0.124,2937,899,1705,3099,146,2137,0,1143,50,0.304,12,1,10.177,1.032,2.020,7.600,6.460,0.055,-0.138,0.974,0.884,-0.256,-0.468,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,479,479,0,479,21643.140,0.968,0.218,0.004,-0.125,2928,887,1691,3099,134,2139,0,1135,50,0.304,12,1,11.931,0.835,1.480,6.700,9.760,0.058,-0.132,0.972,0.662,-0.256,-0.440,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,479,479,0,479,21648.140,0.968,0.217,0.004,-0.125,2938,891,1704,3117,148,2141,0,1143,50,0.304,12,1,15.507,0.814,0.740,6.140,14.220,0.083,-0.134,0.976,0.662,-0.246,-0.404,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,479,479,0,479,21653.140,0.968,0.217,0.004,-0.126,2935,902,1705,3117,147,2141,0,1149,50,0.304,12,1,16.575,1.008,1.240,5.900,15.440,0.119,-0.137,0.986,0.906,-0.188,-0.400,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,479,479,0,479,21658.140,0.968,0.216,0.004,-0.126,2949,909,1702,3129,142,2145,0,1145,50,0.304,12,1,14.936,1.284,2.340,6.380,13.300,0.130,-0.141,0.982,1.234,-0.120,-0.334,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,479,479,0,479,21663.140,0.968,0.216,0.003,-0.126,2947,911,1715,3111,152,2143,0,1143,50,0.304,12,1,11.862,1.363,2.280,6.700,9.520,0.126,-0.146,0.978,1.316,-0.120,-0.334,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,495,495,0,495,21668.140,0.968,0.216,0.003,-0.127,2949,919,1704,3141,145,2153,0,1144,50,0.304,12,1,9.993,1.366,2.020,7.000,6.840,0.102,-0.139,0.990,1.316,-0.148,-0.334,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,495,495,0,495,21673.140,0.968,0.215,0.003,-0.127,2942,920,1703,3113,143,2151,0,1141,50,0.304,12,1,10.147,1.096,2.520,6.560,7.320,0.080,-0.146,0.997,1.050,-0.198,-0.244,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,496,496,0,496,21678.140,0.968,0.215,0.003,-0.127,2963,931,1724,3145,151,2148,0,1148,50,0.304,12,1,11.623,0.899,2.940,6.080,9.460,0.078,-0.152,0.993,0.852,-0.244,-0.148,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,496,496,0,496,21683.140,0.968,0.214,0.002,-0.128,2963,933,1705,3127,147,2155,0,1147,50,0.304,12,1,13.501,0.917,2.820,5.720,11.900,0.098,-0.157,0.995,0.852,-0.310,-0.136,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,511,511,0,511,21688.140,0.968,0.214,0.002,-0.128,2949,925,1710,3119,133,2152,0,1142,50,0.304,12,1,13.883,1.093,3.360,6.080,12.020,0.129,-0.161,1.004,1.042,-0.310,-0.112,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,511,511,0,511,21693.140,0.969,0.213,0.002,-0.128,2953,925,1709,3147,143,2161,0,1149,50,0.304,12,1,12.749,1.366,4.840,6.880,9.580,0.136,-0.162,0.997,1.338,-0.262,-0.090,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,527,527,0,527,21698.140,0.969,0.213,0.002,-0.129,2953,935,1717,3143,142,2163,0,1136,50,0.304,12,1,11.153,1.384,4.660,7.420,6.900,0.131,-0.164,0.989,1.356,-0.262,-0.090,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,527,527,0,527,21703.140,0.969,0.212,0.002,-0.129,2951,931,1709,3127,139,2147,0,1131,50,0.304,12,1,10.358,1.385,4.780,7.860,4.760,0.118,-0.153,0.998,1.356,-0.262,-0.100,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,527,527,0,527,21708.140,0.969,0.212,0.001,-0.129,2951,933,1717,3147,139,2147,0,1128,50,0.304,12,1,10.897,1.235,6.000,8.160,4.020,0.111,-0.157,0.998,1.194,-0.298,-0.100,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,527,527,0,527,21713.140,0.969,0.211,0.001,-0.129,2965,937,1705,3133,136,2152,0,1127,50,0.304,12,1,11.183,1.231,6.780,8.400,2.920,0.116,-0.165,0.996,1.192,-0.298,-0.080,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,543,543,0,543,21718.140,0.969,0.210,0.001,-0.129,2951,935,1704,3127,138,2153,0,1107,50,0.304,12,1,11.145,1.246,7.040,8.640,0.060,0.119,-0.165,0.998,1.192,-0.356,-0.064,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,543,543,0,543,21723.140,0.969,0.210,0.001,-0.128,2969,939,1704,3141,128,2149,0,1100,50,0.304,12,1,11.451,1.245,7.460,8.520,-1.700,0.109,-0.161,1.009,1.192,-0.356,-0.048,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,575,575,0,575,21728.140,0.969,0.209,0.000,-0.128,2953,943,1709,3157,110,2141,0,1093,50,0.304,12,1,12.091,1.145,7.880,8.460,-3.540,0.101,-0.158,1.010,1.100,-0.314,0.044,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,575,575,0,575,21733.140,0.970,0.209,0.000,-0.128,2952,933,1699,3129,105,2149,0,1083,50,0.304,12,1,12.392,1.055,7.940,7.980,-5.180,0.081,-0.148,1.020,1.008,-0.308,0.050,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,575,575,0,575,21738.140,0.970,0.208,-0.000,-0.128,2969,940,1705,3157,109,2136,0,1087,50,0.304,12,1,11.910,0.837,7.580,6.760,-6.220,0.055,-0.139,1.022,0.792,-0.246,0.116,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,575,575,0,575,21743.140,0.970,0.207,-0.000,-0.127,2963,936,1706,3149,110,2131,0,1085,50,0.304,12,1,10.723,0.589,6.720,4.800,-6.840,0.035,-0.156,1.037,0.522,-0.246,0.116,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,575,575,0,575,21748.140,0.970,0.207,-0.000,-0.127,2957,928,1720,3129,110,2130,0,1077,50,0.304,12,1,8.621,0.619,6.300,2.900,-5.120,0.025,-0.172,1.047,0.368,-0.374,0.328,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,575,575,0,575,21753.140,0.970,0.206,-0.000,-0.127,2961,928,1709,3156,115,2117,0,1067,50,0.304,12,1,6.502,0.651,6.360,1.200,0.620,0.040,-0.160,1.040,0.368,-0.394,0.364,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,607,607,0,607,21758.140,0.970,0.206,-0.000,-0.127,2936,929,1717,3124,115,2093,0,1063,50,0.304,12,1,9.132,0.680,6.180,0.220,6.720,0.085,-0.151,1.033,0.418,-0.394,0.364,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,607,607,0,607,21763.140,0.970,0.205,-0.000,-0.128,2934,914,1707,3129,111,2091,0,1047,50,0.304,12,1,9.652,0.891,6.360,0.100,7.260,0.135,-0.150,1.032,0.820,-0.254,0.240,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,607,607,0,607,21768.140,0.971,0.204,0.000,-0.128,2927,900,1700,3129,108,2069,0,1029,50,0.304,12,1,7.336,1.305,7.040,0.640,1.960,0.160,-0.154,1.038,1.276,-0.134,0.240,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,607,607,0,607,21773.140,0.971,0.204,0.000,-0.127,2917,879,1705,3102,94,2025,0,1003,50,0.304,12,1,8.868,1.462,7.640,1.200,-4.340,0.153,-0.159,1.050,1.434,-0.118,0.258,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,607,607,0,607,21778.140,0.971,0.203,0.000,-0.127,2905,873,1691,3101,93,2019,0,973,50,0.304,12,1,11.229,1.491,7.940,1.940,-7.700,0.133,-0.158,1.056,1.434,-0.118,0.392,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,607,607,0,607,21783.140,0.971,0.202,0.000,-0.127,2899,845,1675,3081,89,1983,0,940,50,0.304,12,1,11.988,1.312,9.220,2.060,-7.380,0.110,-0.162,1.071,1.222,-0.150,0.454,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,623,623,0,623,21788.140,0.971,0.201,0.000,-0.126,2875,824,1643,3079,85,1945,0,923,50,0.304,12,1,11.325,1.188,10.080,2.000,-4.760,0.095,-0.172,1.084,0.998,-0.192,0.616,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,623,623,0,623,21793.140,0.971,0.201,0.000,-0.126,2833,787,1591,3039,76,1907,0,885,50,0.304,12,1,11.312,1.195,11.120,0.960,-1.840,0.091,-0.190,1.085,0.866,-0.282,0.774,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,623,623,0,623,21798.140,0.972,0.200,0.001,-0.126,2823,745,1563,3034,52,1869,0,851,50,0.304,12,1,2.955,1.214,2.460,1.020,-1.280,0.097,-0.174,1.073,0.866,-0.354,0.774,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,623,623,0,623,21803.140,0.972,0.200,0.001,-0.126,2792,707,1495,3005,27,1817,0,797,50,0.304,12,1,10.413,1.299,10.380,-0.820,-0.060,0.079,-0.228,1.157,0.864,-0.460,0.854,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,623,623,0,623,21808.140,0.972,0.198,0.001,-0.126,2743,658,1431,2969,0,1748,0,735,50,0.304,12,1,22.196,1.731,20.940,-3.740,6.340,0.035,-0.167,1.166,0.792,-0.354,1.498,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,623,623,0,623,21813.140,0.972,0.197,0.001,-0.127,2704,600,1373,2953,0,1709,0,685,50,0.304,12,1,29.660,1.519,24.740,-6.620,14.960,0.010,-0.147,1.156,0.224,-0.116,1.498,0.000,0.000,0.153,0.108,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,639,639,0,639,21818.140,0.972,0.195,0.001,-0.128,2647,535,1286,2919,0,1643,0,659,50,0.066,12,0,37.624,1.342,26.560,-10.100,24.660,0.000,-0.169,1.135,-0.058,-0.116,1.336,0.000,0.000,0.532,0.057,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,639,639,0,639,21823.140,0.972,0.194,0.001,-0.130,2585,475,1194,2863,0,1557,0,614,50,0.066,12,0,41.919,1.299,24.600,-13.080,31.320,0.033,-0.151,1.094,-0.058,-0.350,1.250,0.006,0.002,0.532,0.057,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,655,655,0,655,21828.140,0.972,0.193,0.001,-0.131,2528,416,1097,2816,0,1491,0,573,50,0.066,12,0,39.025,0.897,18.820,-14.920,30.760,0.087,-0.123,1.062,0.196,-0.350,0.802,0.010,0.004,0.532,0.057,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,655,655,0,655,21833.140,0.972,0.192,0.002,-0.132,2446,363,1029,2757,0,1438,0,531,50,0.066,12,0,29.470,0.784,11.740,-15.900,21.860,0.128,-0.130,1.064,0.654,-0.120,0.416,0.014,0.006,0.532,0.057,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,687,687,0,687,21838.140,0.973,0.191,0.003,-0.133,2340,293,927,2661,0,1373,0,485,50,0.066,12,0,20.923,0.972,8.920,-16.920,8.480,0.112,-0.136,1.096,0.874,-0.090,0.416,0.016,0.010,0.532,0.057,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,687,687,0,687,21843.140,0.973,0.190,0.004,-0.133,2199,241,887,2580,0,1316,0,424,50,0.066,12,0,19.497,1.100,8.260,-17.660,0.180,0.059,-0.136,1.083,0.874,-0.090,0.662,0.016,0.020,0.532,0.057,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,687,687,0,687,21848.140,0.973,0.190,0.004,-0.133,2039,212,812,2445,0,1249,0,373,50,0.066,12,0,20.058,0.805,2.280,-19.860,-1.640,0.019,-0.125,1.050,0.362,-0.280,0.662,0.016,0.032,0.532,0.057,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,687,687,0,687,21853.140,0.973,0.189,0.005,-0.133,1867,172,763,2300,0,1147,0,325,50,0.066,12,0,22.999,0.548,-3.220,-22.660,2.260,0.004,-0.117,1.012,-0.042,-0.424,0.344,0.022,0.046,0.532,0.057,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,687,687,0,687,21858.140,0.973,0.189,0.007,-0.134,1663,175,675,2160,0,1087,0,263,50,0.066,12,0,27.632,0.534,-10.360,-25.100,5.120,0.038,-0.119,0.994,-0.042,-0.532,-0.026,0.030,0.058,0.532,0.057,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,687,687,0,687,21863.140,0.973,0.189,0.008,-0.134,1389,135,611,1975,0,985,0,207,50,0.066,12,0,31.450,0.578,-15.800,-26.380,6.600,0.067,-0.118,0.978,0.110,-0.532,-0.196,0.040,0.072,0.532,0.057,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,703,703,0,703,21868.140,0.973,0.190,0.009,-0.135,1133,119,557,1789,0,877,0,171,50,0.066,12,0,34.061,0.713,-18.780,-26.940,9.040,0.078,-0.088,0.992,0.366,-0.508,-0.342,0.048,0.082,0.532,0.057,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,703,703,0,703,21873.140,0.972,0.190,0.010,-0.136,853,87,492,1577,0,781,0,121,50,0.066,12,0,35.274,0.541,-19.220,-25.480,15.020,0.099,-0.085,0.982,0.368,-0.170,-0.358,0.054,0.090,0.532,0.057,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,703,703,0,703,21878.140,0.972,0.190,0.011,-0.137,683,66,423,1372,0,691,0,99,50,0.066,12,0,36.838,0.710,-19.040,-24.800,19.480,0.112,-0.055,0.993,0.532,-0.124,-0.454,0.060,0.096,0.532,0.057,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,703,703,0,703,21883.140,0.972,0.191,0.013,-0.138,445,43,403,1127,0,611,0,73,50,0.066,12,0,38.989,0.744,-21.960,-25.900,19.160,0.137,-0.026,1.083,0.546,0.222,-0.454,0.060,0.100,0.532,0.057,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,719,719,0,719,21888.140,0.972,0.191,0.014,-0.138,332,9,333,997,0,543,0,39,50,0.066,12,0,37.835,1.097,-23.240,-26.760,13.240,0.177,-0.033,1.293,0.620,0.874,0.234,0.056,0.102,0.532,0.057,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,719,719,0,719,21893.140,0.972,0.191,0.015,-0.139,275,12,263,923,0,491,0,31,50,0.066,12,0,30.442,2.859,-6.520,-29.620,2.620,0.235,-0.056,1.495,0.820,1.702,2.146,0.048,0.104,0.532,0.057,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,719,719,0,719,21898.140,0.972,0.189,0.017,-0.138,243,7,191,875,0,437,0,1,50,0.066,12,0,36.587,4.561,22.100,-27.360,-10.080,0.214,-0.244,1.566,1.240,1.702,4.046,0.042,0.102,0.532,0.057,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,719,719,0,719,21903.140,0.973,0.186,0.017,-0.138,166,0,132,827,0,379,0,0,50,0.066,12,0,71.987,4.328,64.580,-23.400,-21.540,0.120,-0.141,1.059,1.240,0.906,4.046,0.044,0.098,0.532,0.057,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,737,737,0,737,21908.140,0.973,0.184,0.019,-0.137,135,0,83,785,0,348,0,0,50,0.066,12,0,58.910,0.909,45.600,-29.500,-22.820,0.039,-0.176,0.748,0.682,-0.360,0.482,0.054,0.092,0.532,0.057,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,737,737,0,737,21913.140,0.973,0.183,0.020,-0.137,111,0,17,733,0,335,0,0,50,0.066,12,0,38.407,2.051,12.520,-33.460,-14.100,-0.051,-0.135,0.858,0.238,-1.548,-1.324,0.068,0.088,0.532,0.057,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,737,737,0,737,21918.140,0.973,0.182,0.021,-0.137,97,0,10,701,0,286,0,0,50,0.066,12,0,37.431,2.196,8.200,-35.480,8.660,-0.049,-0.050,1.053,-0.820,-1.548,-1.324,0.084,0.082,0.532,0.057,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,737,737,0,737,21923.140,0.974,0.180,0.023,-0.139,83,0,9,645,0,236,0,0,50,0.066,12,0,47.095,0.845,20.880,-35.780,22.400,0.059,-0.083,1.068,-0.820,-0.138,0.150,0.102,0.080,0.532,0.057,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,751,751,0,751,21928.140,0.974,0.179,0.024,-0.140,81,0,0,627,0,153,0,0,50,0.066,12,0,50.425,0.250,27.540,-35.660,22.640,0.174,-0.129,0.909,-0.144,-0.138,0.150,0.120,0.080,0.532,0.057,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,751,751,0,751,21933.140,0.974,0.177,0.025,-0.141,79,0,0,605,0,136,0,0,50,0.066,12,0,41.980,1.565,21.140,-34.880,9.940,0.228,-0.085,0.834,1.178,-0.534,-0.882,0.134,0.084,0.532,0.057,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,783,783,0,783,21938.140,0.974,0.176,0.027,-0.141,74,0,0,600,0,117,0,0,50,0.066,12,0,36.775,2.057,15.080,-33.540,0.180,0.204,-0.052,0.864,1.250,-0.534,-1.544,0.146,0.090,0.532,0.057,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,783,783,0,783,21943.140,0.974,0.174,0.028,-0.141,59,0,0,587,0,103,0,0,50,0.066,12,0,36.706,2.000,17.220,-32.300,2.740,0.155,0.001,0.918,1.250,-0.234,-1.544,0.156,0.096,0.532,0.057,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,783,783,0,783,21948.140,0.974,0.173,0.030,-0.142,61,0,0,586,0,85,0,0,50,0.066,12,0,39.260,1.828,21.740,-31.020,10.320,0.193,0.005,0.882,0.946,0.250,-1.544,0.168,0.102,0.532,0.057,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,783,783,0,783,21953.140,0.974,0.171,0.031,-0.143,63,0,0,576,0,63,0,0,50,0.066,12,0,37.302,1.835,21.560,-28.460,10.800,0.243,-0.023,0.839,0.946,0.250,-1.552,0.182,0.104,0.532,0.057,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,783,783,0,783,21958.140,0.974,0.170,0.032,-0.143,56,0,0,557,0,61,0,0,50,0.066,12,0,31.022,2.204,18.440,-24.500,4.700,0.227,-0.035,0.845,1.368,-0.022,-1.728,0.200,0.108,0.532,0.057,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,783,783,0,783,21963.140,0.975,0.169,0.033,-0.143,57,0,0,557,0,53,0,0,50,0.066,12,0,26.079,2.204,17.900,-18.940,-0.980,0.164,-0.007,0.879,1.368,-0.022,-1.728,0.224,0.114,0.532,0.057,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,804,804,0,804,21968.140,0.975,0.167,0.033,-0.143,55,0,0,543,0,51,0,0,50,0.066,12,0,26.224,1.853,22.540,-12.660,4.400,0.115,0.000,0.857,0.650,-0.176,-1.726,0.246,0.122,0.532,0.057,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,804,804,0,804,21973.140,0.975,0.166,0.034,-0.144,52,0,0,535,0,44,0,0,50,0.066,12,0,25.826,1.747,23.820,-4.960,8.660,0.076,-0.050,0.812,0.192,-0.190,-1.726,0.268,0.132,0.532,0.057,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,804,804,0,804,21978.140,0.975,0.165,0.033,-0.145,56,0,0,535,0,45,0,0,50,0.066,12,0,27.806,2.033,20.700,-0.440,18.560,0.117,0.025,0.726,0.192,-0.418,-1.980,0.282,0.140,0.532,0.057,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,804,804,0,804,21983.140,0.975,0.164,0.033,-0.146,53,0,0,537,0,48,0,0,50,0.066,12,0,31.073,3.090,9.420,6.880,28.800,0.182,-0.040,0.708,0.288,-0.868,-2.952,0.300,0.148,0.532,0.057,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,804,804,0,804,21988.140,0.975,0.163,0.032,-0.147,55,0,0,534,0,51,0,0,50,0.066,12,0,30.521,3.266,4.600,15.000,26.180,0.199,-0.109,0.785,1.096,-0.868,-2.952,0.316,0.156,0.532,0.057,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,804,804,0,804,21993.140,0.975,0.163,0.032,-0.147,52,0,0,539,0,41,0,0,50,0.066,12,0,28.304,2.471,3.500,19.700,20.020,0.186,-0.095,0.860,1.140,-0.872,-2.012,0.338,0.168,0.532,0.057,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,838,838,0,838,21998.140,0.975,0.163,0.031,-0.148,51,0,0,543,0,51,0,0,50,0.066,12,0,28.589,1.982,7.580,20.980,17.880,0.169,-0.099,0.888,1.140,-0.874,-1.366,0.360,0.178,0.532,0.057,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,838,838,0,838,22003.140,0.975,0.162,0.030,-0.148,52,0,0,535,0,47,0,0,50,0.066,12,0,29.935,1.920,10.440,21.520,18.000,0.169,-0.092,0.839,1.028,-0.874,-1.366,0.386,0.192,0.532,0.057,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,838,838,0,838,22008.140,0.975,0.162,0.029,-0.149,55,0,0,541,0,47,0,0,50,0.066,12,0,31.459,2.108,9.040,22.140,20.440,0.177,-0.101,0.802,1.028,-0.964,-1.568,0.408,0.204,0.532,0.057,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,838,838,0,838,22013.140,0.975,0.161,0.028,-0.150,56,0,0,539,0,48,0,0,50,0.066,12,0,33.389,2.437,5.080,22.860,23.800,0.203,-0.091,0.792,1.174,-1.010,-1.882,0.432,0.216,0.532,0.057,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,838,838,0,838,22018.140,0.975,0.161,0.027,-0.151,55,0,0,539,0,46,0,0,50,0.066,12,0,34.866,2.582,2.640,24.200,24.960,0.244,-0.093,0.803,1.416,-1.010,-1.908,0.454,0.230,0.532,0.057,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,838,838,0,838,22023.140,0.975,0.161,0.026,-0.151,53,0,0,544,0,41,0,0,50,0.066,12,0,33.946,2.770,1.420,27.020,20.500,0.275,-0.106,0.806,1.804,-0.882,-1.908,0.478,0.244,0.532,0.057,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,879,879,0,879,22028.140,0.975,0.161,0.025,-0.152,55,0,0,544,0,43,0,0,50,0.066,12,0,32.959,2.884,-0.360,29.760,14.160,0.265,-0.099,0.815,2.040,-0.876,-1.840,0.502,0.256,0.532,0.057,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,880,880,0,880,22033.140,0.975,0.161,0.024,-0.152,53,0,0,541,0,45,0,0,50,0.066,12,0,33.581,2.833,-2.480,31.840,10.380,0.242,-0.089,0.829,2.040,-0.824,-1.784,0.526,0.272,0.532,0.057,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,880,880,0,880,22038.140,0.975,0.161,0.023,-0.152,53,0,0,551,0,46,0,0,50,0.066,12,0,35.011,2.579,-3.220,33.300,10.320,0.223,-0.071,0.855,1.796,-0.756,-1.690,0.548,0.286,0.532,0.057,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,880,880,0,880,22043.140,0.975,0.161,0.022,-0.152,54,0,0,555,0,47,0,0,50,0.066,12,0,35.544,2.336,-2.920,33.300,12.080,0.228,-0.061,0.850,1.610,-0.568,-1.594,0.570,0.298,0.532,0.057,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,880,880,0,880,22048.140,0.975,0.161,0.020,-0.152,56,0,0,549,0,43,0,0,50,0.066,12,0,36.158,2.315,-3.280,33.740,12.580,0.244,-0.061,0.842,1.610,-0.476,-1.594,0.590,0.310,0.532,0.057,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,880,880,0,880,22053.140,0.975,0.161,0.019,-0.153,46,0,0,555,0,45,0,0,50,0.066,12,0,35.537,2.489,-5.420,33.420,10.800,0.254,-0.061,0.835,1.786,-0.448,-1.674,0.608,0.320,0.532,0.057,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
